"TRAM","Rang","GEOM_WKT"
"T14083O","20 - 30 µg/m³","MULTILINESTRING ((429667.99051114 4587085.22213058,429762.443279397 4587035.33533239))"
"T18375N","20 - 30 µg/m³","MULTILINESTRING ((434682.492603741 4585284.02128951,434656.3767542 4585309.1665271,434629.184967679 4585342.84878643))"
"T10636J","20 - 30 µg/m³","MULTILINESTRING ((428619.743383012 4583591.42866146,428515.532549279 4583502.97232003))"
"T07830G","20 - 30 µg/m³","MULTILINESTRING ((429852.311873007 4583536.88219846,429811.675139666 4583580.18957342))"
"T20816Q","<= 20 µg/m³","MULTILINESTRING ((428993.250611169 4588292.30618152,428997.189756474 4588310.67818066,429006.789899963 4588327.65513452,429016.0609844 4588336.90607865))"
"T06388F","20 - 30 µg/m³","MULTILINESTRING ((432509.30099224 4587756.29966239,432505.71073242 4587854.68584542,432504.720140319 4587908.70093845))"
"T09137A","20 - 30 µg/m³","MULTILINESTRING ((432233.359046429 4583470.53005669,432138.562584332 4583560.4829111))"
"T21197Q","20 - 30 µg/m³","MULTILINESTRING ((428327.228627305 4584077.70462701,428378.254835649 4584094.70626438))"
"T20074C","30 - 40 µg/m³","MULTILINESTRING ((431478.621472318 4583679.65808769,431476.52548624 4583681.91410698,431472.336513021 4583686.28514533,431463.551565506 4583694.96922501))"
"T08767U","20 - 30 µg/m³","MULTILINESTRING ((430205.327271266 4584437.69587597,430152.439686087 4584502.94137712))"
"T08149A","20 - 30 µg/m³","MULTILINESTRING ((429503.775104753 4583375.11460494,429569.417630557 4583430.93219025))"
"T20194J","20 - 30 µg/m³","MULTILINESTRING ((425851.853630824 4575617.74235901,426131.034049724 4575484.90403828))"
"T02943U","20 - 30 µg/m³","MULTILINESTRING ((428174.24336809 4580520.52234661,428196.863471537 4580529.56018857,428202.428477401 4580529.20314571))"
"T04183M","20 - 30 µg/m³","MULTILINESTRING ((428221.165365756 4581827.81900056,428281.536898741 4581885.72163013,428314.254106727 4581906.45441305))"
"T08814K","20 - 30 µg/m³","MULTILINESTRING ((432541.481735782 4584419.00216557,432573.965197745 4584473.14500187))"
"T04028C","20 - 30 µg/m³","MULTILINESTRING ((428411.801888075 4578299.85510018,428340.289776213 4578431.46884826))"
"T12572S","20 - 30 µg/m³","MULTILINESTRING ((430357.872430497 4587462.02448498,430347.106163087 4587428.9185138))"
"T20466O","20 - 30 µg/m³","MULTILINESTRING ((430801.720543502 4586065.22489543,430795.651515588 4586062.77693744,430731.240247536 4586040.5253893))"
"T02243Z","30 - 40 µg/m³","MULTILINESTRING ((431459.738525759 4583296.06264765,431554.33136254 4583386.88606965))"
"T17203Q","20 - 30 µg/m³","MULTILINESTRING ((433710.741805311 4583402.70977147,433709.144768948 4583398.24977674,433724.879667674 4583381.74863248))"
"T16106M","<= 20 µg/m³","MULTILINESTRING ((427488.80244063 4585937.00788619,427496.279462462 4585938.35683141,427505.717491972 4585940.31776267,427514.052518845 4585942.15670215,427519.078535004 4585943.25966564,427521.774546613 4585944.23964668,427524.594562129 4585945.71062755,427526.677579287 4585947.54961463,427529.742621167 4585952.45259911,427534.890669057 4585957.72256832,427541.386723694 4585963.60652825,427546.902774019 4585969.12249506,427553.276810827 4585972.6764522,427559.650840215 4585975.25040777,427562.959864842 4585977.82438669,427563.945889303 4585980.85338402))"
"T11057A","20 - 30 µg/m³","MULTILINESTRING ((427728.729034852 4583727.18465009,427706.064192149 4583752.50286116))"
"T07553E","20 - 30 µg/m³","MULTILINESTRING ((425514.488478999 4581736.09245121,425501.109788933 4581779.6776202,425487.314098739 4581823.33079247,425482.192164076 4581832.98984633,425476.211219558 4581841.525905,425469.387277018 4581850.49497075,425461.407314545 4581857.07404161,425453.145351652 4581863.65511462,425403.505524879 4581896.6445432,425287.83293925 4581974.93554408,425284.087981957 4581981.33058244,425284.445035019 4581988.25059039,425289.183097771 4581995.55056557,425342.13777265 4582073.64728289))"
"T19721P","20 - 30 µg/m³","MULTILINESTRING ((434820.498260569 4584816.38852817,434864.627813313 4584880.15229128))"
"T08622E","20 - 30 µg/m³","MULTILINESTRING ((428404.038399843 4585611.7303977,428428.984729217 4585650.14026923))"
"T09660O","20 - 30 µg/m³","MULTILINESTRING ((432894.605683933 4585657.18540744,432936.001062518 4585698.76616069))"
"T01579Q","20 - 30 µg/m³","MULTILINESTRING ((431233.612955597 4581425.19350315,431237.168959075 4581424.9274758,431248.289898707 4581414.7173759,431292.998752772 4581386.40699379))"
"T17920M","20 - 30 µg/m³","MULTILINESTRING ((430689.006347649 4585798.10632071,430690.474414179 4585806.5983232,430692.634531944 4585821.71933108,430691.617583259 4585828.70834998,430689.076627413 4585835.06237938,430683.993674361 4585842.30542945,430676.32369896 4585847.12349521))"
"T03019X","20 - 30 µg/m³","MULTILINESTRING ((428397.438961998 4580158.19209059,428323.249300285 4580086.0415431))"
"T01877X","30 - 40 µg/m³","MULTILINESTRING ((429734.461023912 4582002.20075753,429641.170602008 4582097.17661219))"
"T10894Z","20 - 30 µg/m³","MULTILINESTRING ((426172.146339543 4583163.97563949,426222.733793889 4583213.44833011))"
"T18985H","20 - 30 µg/m³","MULTILINESTRING ((431572.510901835 4582007.18782743,431585.874992203 4582016.36174025,431610.501111927 4582027.10857018))"
"T06128N","20 - 30 µg/m³","MULTILINESTRING ((432350.369489583 4586930.56855489,432394.046686991 4586947.72325159,432400.515705495 4586948.84720441,432459.244857327 4586956.91877273))"
"T19743V","20 - 30 µg/m³","MULTILINESTRING ((431729.794392014 4589551.03740081,431748.347343091 4589540.7882441,431758.878318335 4589535.36815578,431772.35233808 4589535.21305345,431791.091400063 4589539.54891829,431814.012470888 4589544.19475194,431840.341519995 4589545.27955417,431853.505547477 4589546.20845589,431882.466661739 4589555.34525085))"
"T06661D","20 - 30 µg/m³","MULTILINESTRING ((433829.674278151 4587525.17730131,433817.72680803 4587597.49150614))"
"T02641J","20 - 30 µg/m³","MULTILINESTRING ((430695.321948721 4583507.03675556,430790.584792188 4583598.55717322))"
"T16310O","30 - 40 µg/m³","MULTILINESTRING ((431044.508281815 4588357.77970755,431011.389733099 4588424.11406348))"
"T09091D","20 - 30 µg/m³","MULTILINESTRING ((432326.487858817 4583558.47448559,432234.000443707 4583654.12933113))"
"T06697P","20 - 30 µg/m³","MULTILINESTRING ((433277.035251373 4587370.21923889,433397.705554322 4587385.63334995))"
"T18910O","20 - 30 µg/m³","MULTILINESTRING ((432662.683141572 4583659.02309399,432702.5074896 4583696.71884994))"
"T10248B","20 - 30 µg/m³","MULTILINESTRING ((431227.299720729 4584683.37751035,431326.861608519 4584779.83290266))"
"T16914K","20 - 30 µg/m³","MULTILINESTRING ((426335.119284806 4584571.23754556,426307.667500463 4584605.23580634,426298.587567391 4584615.90189171,426293.254595235 4584620.65793956,426288.64259243 4584621.23397556,426284.030577586 4584620.22600916,426279.189550908 4584617.7080422))"
"T04381Q","20 - 30 µg/m³","MULTILINESTRING ((431230.662766337 4585478.52970999,431153.865831465 4585502.80732995,431146.259835701 4585504.91939089))"
"T20561M","20 - 30 µg/m³","MULTILINESTRING ((428428.635061012 4586090.4279758,428469.257226277 4586103.93868814,428529.539455679 4586121.89625793))"
"T09040S","20 - 30 µg/m³","MULTILINESTRING ((432206.281651524 4584607.23098712,432255.715088047 4584654.58668478))"
"T21004S","20 - 30 µg/m³","MULTILINESTRING ((429545.773391362 4585641.10075246,429530.488176798 4585615.86982837))"
"T01454E","20 - 30 µg/m³","MULTILINESTRING ((430986.940738696 4581578.48960676,430979.442900199 4581601.27169845,430973.944049669 4581622.06277194))"
"T02133U","20 - 30 µg/m³","MULTILINESTRING ((431371.641715965 4582812.92057903,431467.228570018 4582905.82699684))"
"T16776S","20 - 30 µg/m³","MULTILINESTRING ((425813.039160605 4575826.73697,425725.630348276 4575869.07869775,425721.956430987 4575880.69574323))"
"T09817R","20 - 30 µg/m³","MULTILINESTRING ((434388.365595427 4585474.46381744,434370.500702222 4585492.1789808))"
"T12939D","20 - 30 µg/m³","MULTILINESTRING ((431640.086995241 4590044.44585668,431647.83295257 4590037.23378665,431657.979007174 4590042.3527178,431673.613109005 4590052.57261538,431686.459123988 4590051.915517,431703.712066725 4590040.83236884,431713.482006185 4590030.85027912,431741.091836846 4590002.87202593,431756.529729603 4589985.57288175,431764.612648193 4589973.18580103,431770.428586741 4589963.89374236,431781.770480515 4589947.56763075,431791.546403918 4589935.46853765,431806.675362556 4589926.91740957,431814.303359635 4589924.97034871,431823.501315315 4589917.24426686,431828.467260013 4589908.93721618,431840.112102873 4589885.83809163,431847.502989314 4589869.35500972,431857.592836142 4589847.09689827,431855.953701875 4589829.73288339,431850.360563502 4589812.63689889,431836.591390782 4589792.68697185,431823.948226271 4589773.58803762,431813.282063821 4589754.35608819,431805.708933021 4589738.66312089,431798.414811236 4589724.10115325,431791.140643449 4589703.47017591,431788.354549133 4589691.60617835,431785.004452848 4589679.59818484,431782.341398818 4589673.02019467))"
"T20853V","20 - 30 µg/m³","MULTILINESTRING ((427932.124328822 4581223.23927023,427926.277412849 4581235.49633356))"
"T07366D","20 - 30 µg/m³","MULTILINESTRING ((427351.411327151 4581999.76088073,427311.40016154 4582117.79836629))"
"T21364N","20 - 30 µg/m³","MULTILINESTRING ((428037.874652513 4582166.1769135,428055.249833612 4582186.48381243))"
"T03406E","20 - 30 µg/m³","MULTILINESTRING ((427089.148478377 4580492.06055308,427176.634985257 4580541.06496357))"
"T04874G","20 - 30 µg/m³","MULTILINESTRING ((428972.717420866 4586026.55073192,428983.267300401 4586008.47462271))"
"T16695S","20 - 30 µg/m³","MULTILINESTRING ((428088.932180757 4581566.98060602,428147.321493817 4581596.337207))"
"T18530G","20 - 30 µg/m³","MULTILINESTRING ((426882.035950693 4581387.19450945,426864.873151832 4581417.19468622,426788.370918506 4581533.80644774,426738.607568712 4581629.6209738,426659.87772657 4581798.22483219,426653.7667656 4581804.6138885,426629.977741581 4581806.30407209))"
"T05485B","20 - 30 µg/m³","MULTILINESTRING ((428163.075165575 4585869.68044356,428161.03598091 4585870.46266163,428141.511009479 4585878.24082272,428130.936107812 4585893.40092746,428119.604223003 4585910.94304176,428113.148365599 4585931.10612312,428103.148573644 4585960.64224644,428089.369743194 4585985.86739163))"
"T08972X","20 - 30 µg/m³","MULTILINESTRING ((431720.565147502 4584507.99951233,431636.335695497 4584597.09328454))"
"T12577X","20 - 30 µg/m³","MULTILINESTRING ((430310.587263821 4587317.6456131,430302.050040178 4587289.85963346))"
"T00071P","20 - 30 µg/m³","MULTILINESTRING ((432281.005170735 4580977.15788024,432304.196588631 4580895.79857933))"
"T11427G","20 - 30 µg/m³","MULTILINESTRING ((428191.421095464 4584692.94359407,428139.915554776 4584763.84109365))"
"T03876E","20 - 30 µg/m³","MULTILINESTRING ((429786.466125924 4579239.82811518,429828.323433171 4579271.8618467,429850.924637672 4579294.24470959,429867.41181857 4579314.75161603,429871.176930189 4579328.69860898,429870.450035292 4579342.69363613,429862.147287482 4579377.59875316))"
"T02532F","20 - 30 µg/m³","MULTILINESTRING ((430980.696076882 4583597.3407321,430928.96639109 4583649.16320237))"
"T10104M","20 - 30 µg/m³","MULTILINESTRING ((433224.971607746 4583211.94615688,433174.784922387 4583263.48861539))"
"T08543G","20 - 30 µg/m³","MULTILINESTRING ((428814.373775184 4584655.3177939,428792.744970829 4584685.44200416))"
"T08333Y","20 - 30 µg/m³","MULTILINESTRING ((428528.485043554 4585011.75650987,428517.857588241 4585085.51770229))"
"T20687Z","<= 20 µg/m³","MULTILINESTRING ((425518.286886047 4585212.60974241,425540.086039864 4585228.36860026))"
"T08434C","20 - 30 µg/m³","MULTILINESTRING ((429379.016969169 4584565.88635983,429336.385398631 4584631.00378285))"
"T07696S","20 - 30 µg/m³","MULTILINESTRING ((429404.140839526 4583623.47774045,429429.163034534 4583644.03658124))"
"T12822R","20 - 30 µg/m³","MULTILINESTRING ((431218.030150426 4588964.58435312,431225.987137069 4588961.19228748,431238.901128444 4588957.40918368,431250.511152409 4588958.19209696,431261.990192977 4588961.19201474,431270.861257189 4588967.84495804,431276.366316142 4588974.49392684,431281.166397792 4588984.28090594,431284.280486459 4588995.33889981,431289.520659192 4589017.0498944,431296.05070695 4589022.01185277))"
"T09759Y","20 - 30 µg/m³","MULTILINESTRING ((434067.083866639 4585575.35640817,434099.318146639 4585605.78621288))"
"T20725O","20 - 30 µg/m³","MULTILINESTRING ((433725.008213338 4584373.90414244,433618.487799658 4584341.03989839))"
"T17050R","20 - 30 µg/m³","MULTILINESTRING ((429618.649767557 4585279.38361732,429621.101861262 4585291.26861772,429658.667017394 4585304.22135253,429661.361055575 4585308.71733924))"
"T20633L","20 - 30 µg/m³","MULTILINESTRING ((426853.698671568 4576739.11349323,426622.289177472 4576852.86342928))"
"T14636Z","30 - 40 µg/m³","MULTILINESTRING ((431873.591770209 4583638.66603564,431843.369969664 4583671.02131357))"
"T10000F","20 - 30 µg/m³","MULTILINESTRING ((433363.925191238 4583260.56917936,433461.354052298 4583354.10758471))"
"T11405A","20 - 30 µg/m³","MULTILINESTRING ((428688.88950504 4584250.9491367,428634.420848748 4584307.23563669))"
"T07936P","20 - 30 µg/m³","MULTILINESTRING ((429466.746833107 4584004.35884183,429431.187116333 4584048.82117988))"
"T19312C","20 - 30 µg/m³","MULTILINESTRING ((425751.114162647 4584543.30295103,425760.054138474 4584538.2878753,425809.115984631 4584507.97845547,425822.817398905 4584559.68542983))"
"T09538N","20 - 30 µg/m³","MULTILINESTRING ((433119.057010001 4585126.72886785,433173.70849505 4585179.42053417))"
"T05511M","20 - 30 µg/m³","MULTILINESTRING ((428278.514199433 4586931.93746006,428252.433227077 4586940.92767286))"
"T17160W","20 - 30 µg/m³","MULTILINESTRING ((433325.215862747 4586649.38773028,433319.771883184 4586785.16098721))"
"T05000U","20 - 30 µg/m³","MULTILINESTRING ((428625.487591361 4586120.16952477,428633.223615562 4586121.78246846,428764.349792128 4586118.25846465,428778.815768109 4586112.12334473))"
"T10080V","20 - 30 µg/m³","MULTILINESTRING ((434392.107333386 4585307.10352224,434413.670519901 4585327.3603915))"
"RD0087I","> 40 µg/m³","MULTILINESTRING ((428007.985404897 4585404.55787222,428011.898296701 4585414.26606173,428015.708374412 4585423.76604797,428021.264472832 4585439.83958822))"
"T21189Q","20 - 30 µg/m³","MULTILINESTRING ((428845.284139195 4583644.99302634,428831.741235802 4583660.45415291,428820.116298486 4583671.06325751,428793.509427326 4583693.42149399))"
"T07479L","20 - 30 µg/m³","MULTILINESTRING ((427737.090027331 4581618.33836107,427705.523474059 4581683.59770144))"
"T05990N","20 - 30 µg/m³","MULTILINESTRING ((432131.330376797 4586960.34126015,432123.001723385 4587007.79139866))"
"T21577Y","20 - 30 µg/m³","MULTILINESTRING ((430111.06018107 4585629.90243141,430113.952429824 4585662.1904612))"
"T00433V","20 - 30 µg/m³","MULTILINESTRING ((431648.172083311 4581620.88166273,431667.237390174 4581657.39157428))"
"T06367A","20 - 30 µg/m³","MULTILINESTRING ((432215.360472986 4587879.70408341,432212.840617852 4587899.33213359))"
"T20592T","20 - 30 µg/m³","MULTILINESTRING ((427686.519007467 4583337.4553775,427670.874199376 4583365.89953995))"
"T16592M","20 - 30 µg/m³","MULTILINESTRING ((431084.914541442 4581269.33439069,431047.787201588 4581232.16161497))"
"T14797P","30 - 40 µg/m³","MULTILINESTRING ((429934.037957215 4583136.89596901,429981.782367008 4583181.10267296,429982.371482212 4583196.13269131))"
"T02173C","20 - 30 µg/m³","MULTILINESTRING ((429175.803969133 4582766.19417339,429081.648556419 4582862.58203671))"
"T19660T","20 - 30 µg/m³","MULTILINESTRING ((431297.398026974 4581289.97581255,431342.544903124 4581264.48143139))"
"T11494R","20 - 30 µg/m³","MULTILINESTRING ((428692.664908158 4584434.66238641,428637.965351299 4584504.066908))"
"T04858G","20 - 30 µg/m³","MULTILINESTRING ((429463.289473227 4586065.23505962,429500.60110529 4586008.9876856))"
"T13602L","20 - 30 µg/m³","MULTILINESTRING ((425586.798293401 4582487.45805747,425522.629810059 4582568.66267064))"
"T07095Z","20 - 30 µg/m³","MULTILINESTRING ((426669.143630129 4582310.52554885,426652.28398321 4582360.47075379))"
"T18832R","30 - 40 µg/m³","MULTILINESTRING ((428790.914095246 4580754.67001892,428800.726235645 4580771.17296972,428826.373434285 4580792.13580699,428852.466472759 4580791.91260826))"
"T02527I","30 - 40 µg/m³","MULTILINESTRING ((431277.013723223 4583885.04192548,431366.850545111 4583974.84238165))"
"T15945N","20 - 30 µg/m³","MULTILINESTRING ((425961.597408656 4582952.79591879,425960.740424296 4582955.03092874,426083.141493452 4583070.77717434))"
"T06022E","20 - 30 µg/m³","MULTILINESTRING ((432113.422170964 4587068.82656823,432023.806119884 4587080.36626492))"
